comparison,expected,n,repeat,scorer,n_target,n_test,KS,KS_p,CVM,CVM_p,KL
cifar-vs-uniform,reject,200,7,entropy-2-mse,200,200,0.315,3.602472544567432e-09,3.7573437499999898,1.6512657907696848e-09,0.9198751698874532
cifar-vs-uniform,reject,200,8,entropy-2-mse,200,200,0.315,3.602472544567432e-09,3.2803124999999937,1.785737235859841e-08,0.8200290852283343
cifar-vs-uniform,reject,200,9,entropy-2-mse,200,200,0.305,1.2940880677508261e-08,3.079531249999988,4.96425370810627e-08,0.9359936072082151
cifar-vs-uniform,reject,500,0,entropy-2-mse,500,500,0.298,5.515796283285929e-20,8.855086999999997,1.99137262235638e-10,1.1551376806182172
cifar-vs-uniform,reject,500,1,entropy-2-mse,500,500,0.304,8.571698063428211e-21,9.585211999999984,8.705023368804632e-10,1.322438059623127
cifar-vs-uniform,reject,500,2,entropy-2-mse,500,500,0.31,1.2803227208484007e-21,9.113630999999998,3.448815677487005e-10,1.2027496008036282
cifar-vs-uniform,reject,500,3,entropy-2-mse,500,500,0.292,3.4120200167394435e-19,7.470766999999995,6.707631117208734e-10,1.132069050959574
cifar-vs-uniform,reject,500,4,entropy-2-mse,500,500,0.32,4.9277327086493116e-23,10.078907999999984,2.0925184918141326e-09,1.3033590849583947
cifar-vs-uniform,reject,500,5,entropy-2-mse,500,500,0.306,4.568071862286397e-21,7.897276999999974,1.9061197065184388e-11,0.9696657947890293
cifar-vs-uniform,reject,500,6,entropy-2-mse,500,500,0.32,4.9277327086493116e-23,8.788098999999988,1.7182100187085325e-10,1.1698087340257204
cifar-vs-uniform,reject,500,7,entropy-2-mse,500,500,0.27,1.9464738383648577e-16,7.709823,1.1810278310875333e-09,1.0374340768774544
cifar-vs-uniform,reject,500,8,entropy-2-mse,500,500,0.314,3.525557330769207e-22,8.339745999999991,6.023492815643294e-11,1.0668149113811451
cifar-vs-uniform,reject,500,9,entropy-2-mse,500,500,0.294,1.8668548468713493e-19,8.33149899999998,5.902267563584473e-11,1.1733384610004685
cifar-vs-uniform,reject,1000,0,entropy-2-mse,1000,1000,0.283,1.1405545071561369e-35,16.70168474999997,5.995771656941429e-10,1.312098171351593
cifar-vs-uniform,reject,1000,1,entropy-2-mse,1000,1000,0.305,1.866671893947957e-41,18.12199149999998,2.4791806385593418e-09,1.5216098606356394
cifar-vs-uniform,reject,1000,2,entropy-2-mse,1000,1000,0.305,1.866671893947957e-41,18.710027249999996,4.192624802890066e-09,1.4014777037145731
cifar-vs-uniform,reject,1000,3,entropy-2-mse,1000,1000,0.269,3.1690847643253713e-32,15.287949999999967,2.6746056480675406e-09,1.334603146746428
cifar-vs-uniform,reject,1000,4,entropy-2-mse,1000,1000,0.294,1.6656399989720174e-38,18.07893224999998,2.3824558992302514e-09,1.5188805086263826
cifar-vs-uniform,reject,1000,5,entropy-2-mse,1000,1000,0.299,7.847683261668956e-40,16.93237174999996,7.672157353866282e-10,1.3556196145739798
cifar-vs-uniform,reject,1000,6,entropy-2-mse,1000,1000,0.307,5.274648198989292e-42,16.935580249999987,7.69815322598788e-10,1.3861853542841291
cifar-vs-uniform,reject,1000,7,entropy-2-mse,1000,1000,0.283,1.1405545071561369e-35,16.339118749999955,4.013497312271852e-10,1.4120593846906302
cifar-vs-uniform,reject,1000,8,entropy-2-mse,1000,1000,0.299,7.847683261668956e-40,16.767379000000005,6.436258193076583e-10,1.334435433693884
cifar-vs-uniform,reject,1000,9,entropy-2-mse,1000,1000,0.297,2.6812226078034614e-39,17.404070999999988,1.244866654204202e-09,1.394444887635567
cifar-vs-uniform,reject,2000,0,entropy-2-mse,2000,2000,0.3085,1.9647561164544317e-84,37.22279800000001,3.4173247565050247e-09,1.6092106099645673
cifar-vs-uniform,reject,2000,1,entropy-2-mse,2000,2000,0.31,2.886862633563655e-85,36.654852000000005,1.7812697761243612e-08,1.683730334899802
cifar-vs-uniform,reject,2000,2,entropy-2-mse,2000,2000,0.31,2.886862633563655e-85,38.1003723125001,4.9728510198576714e-09,1.6611014919467688
cifar-vs-uniform,reject,2000,3,entropy-2-mse,2000,2000,0.285,6.03593189507636e-72,31.965629000000035,1.6075206832333322e-08,1.54627448940881
cifar-vs-uniform,reject,2000,4,entropy-2-mse,2000,2000,0.3205,3.228161756418116e-91,38.155132374999994,5.087776755452467e-09,1.705118133307524
cifar-vs-uniform,reject,2000,5,entropy-2-mse,2000,2000,0.3135,3.163840364634017e-87,37.96722012500004,4.702849110138629e-09,1.7984312410414258
cifar-vs-uniform,reject,2000,6,entropy-2-mse,2000,2000,0.2985,5.441374996629478e-79,34.20360606250006,6.216123171753907e-09,1.5241493746142942
cifar-vs-uniform,reject,2000,7,entropy-2-mse,2000,2000,0.283,6.2385613900894284e-71,34.05000456250002,5.790610435596477e-09,1.6399637118886883
cifar-vs-uniform,reject,2000,8,entropy-2-mse,2000,2000,0.3085,1.9647561164544317e-84,33.265501000000086,3.9911146609838966e-09,1.4699849012461899
cifar-vs-uniform,reject,2000,9,entropy-2-mse,2000,2000,0.304,5.83529741963499e-82,35.71041475000004,1.2073928190581285e-08,1.569905401243521
cifar-vs-uniform,reject,4000,0,entropy-2-mse,4000,4000,0.30825,3.4729659720120514e-168,74.70964937500003,1.351138334548807e-08,1.8945028136826576
cifar-vs-uniform,reject,4000,1,entropy-2-mse,4000,4000,0.304,1.621977930694723e-163,73.06945054687503,3.572360995907076e-08,1.8916502862466056
cifar-vs-uniform,reject,4000,2,entropy-2-mse,4000,4000,0.3115,8.380179837911376e-172,72.7823736093751,3.380521496065825e-08,1.890902007642934
cifar-vs-uniform,reject,4000,3,entropy-2-mse,4000,4000,0.2885,4.5186130239119355e-147,67.16277070312503,1.046155129191817e-08,1.76226179741474
cifar-vs-uniform,reject,4000,4,entropy-2-mse,4000,4000,0.3065,2.963174579471311e-166,71.99495335937513,2.8991938294531394e-08,1.8492098228640212
cifar-vs-uniform,reject,4000,5,entropy-2-mse,4000,4000,0.2975,1.6509573267859506e-156,72.04059542187497,2.9253819588959118e-08,1.9144771220512695
cifar-vs-uniform,reject,4000,6,entropy-2-mse,4000,4000,0.3145,3.5318846912986003e-175,72.84993521875003,3.424851979794141e-08,1.8735326398705967
cifar-vs-uniform,reject,4000,7,entropy-2-mse,4000,4000,0.2905,3.8407909670852243e-149,68.14306273437501,1.3012125266165242e-08,1.7868204270770789
cifar-vs-uniform,reject,4000,8,entropy-2-mse,4000,4000,0.301,2.9135083377548716e-160,67.77840357812511,1.2006421967747372e-08,1.796254429572993
cifar-vs-uniform,reject,4000,9,entropy-2-mse,4000,4000,0.304,1.621977930694723e-163,71.51116412500005,2.6338063174868864e-08,1.7854897435361439
